Fish-SPRICH: a database of freshwater fish species richness across the World   																
Sébastien Brosse, Olivier Beauchard, Simon Blanchet, Hans H. Dürr, Gaël Grenouillet, Bernard Hugueny, Christine Lauzeral, Fabien Leprieur, Pablo A. Tedesco, Sébastien Villéger, Thierry Oberdorff																
																
ESM2. The Fish-SPRICH database.																
																
The information given in the Fish-SPRICH database is organised alphabetically by river basin name. Fish richness and environmental descriptors are listed horizontally. Columns are as follows: 																
" - Basin is the river basin name as found in the literature. When a basin was unnamed, it was identified by the name of the country or of the region followed by "".un""."																
 - TotalR is the total richness, i.e. the total number of freshwater fish species living in the river basin. It accounts for both native and non-native species.																
 - NativeR  is the native richness, i.e. the number of freshwater fish species native to the basin (including endemic species).																
 - Non-nativeR is the non-native (or exotic ) richness, i.e. the number of freshwater fish species introduced into a basin and that have become established (i.e. self-reproducing populations) in the basin. 																
 - EndemicR is the endemic richness, i.e. the number of endemic freshwater fish species in the basin. Endemic species are those inhabiting only one river drainage basin (i.e. single-drainage endemics).																
 - Brealm is the biogeographic realm to which the basin belongs, as described by Leveque et al. (2008) and Balian et al. (2008) during the Freshwater Animal Diversity Assessment project (http://FADA.biodiversity.be).																
  - Latrivermouth and Lonrivermouth are the geographical coordinates (latitude and longitude in decimal degrees) of the river mouth in degrees.																
 - Lonmin, Lonmax, Lonmed, Latmin, Latmax, Latmed are the minimal, maximal and median coordinates (longitude and latitude in decimal degrees) of the river basin.																
 - Minalt, Maxalt are the minimum and maximum altitudes in meters above sea level of the basin. Note that the minimum altitude can differ from zero for endorheic basins.																
  - Area is the total surface area covered by the river basin in square kilometers.																
																
																
Basin	TotalR	NativeR	Non-nativeR	EndemicR	Brealm	Latrivermouth	Lonrivermouth	Lonmin	Lonmax	Latmin	Latmax	Lonmed	Latmed	Minalt	Maxalt	Area
Sinnamary	167	167	0	1	Neotropical	5.4	-52.96	-53.37	-52.87	4.12	5.39	-53.12	4.76	0	103	6652
Sinu	73	73	0	6	Neotropical	9.42	-75.92	-76.45	-75.42	7.15	9.39	-75.94	8.27	0	2380	11685
Sirjan	4	3	1	0	Oriental	29.41	55.38	54.97	56.38	28.93	29.98	55.68	29.46	na	na	na
Sittee	6	6	0	0	Neotropical	16.79	-88.28	-88.62	-88.28	16.79	16.91	-88.45	16.85	0	700	150
Siuna	25	25	0	0	Neotropical	13.47	-83.56	-85.12	-83.56	13.16	14.15	-84.34	13.66	0	1333	500
Sixaola	34	34	0	2	Neotropical	9.57	-82.57	-83.4	-82.56	9.3	9.62	-82.98	9.46	0	3000	3300
Skagit	32	32	0	0	Nearctic	48.36	-122.47	-122.47	-120.71	47.95	49.29	-121.59	48.62	0	1830	8270
Skeena	44	43	1	0	Nearctic	54.16	-130.05	-129.27	-124.62	54.32	57.12	-126.95	55.72	0	1782	54400
Skjern.aa	33	28	5	0	Palearctic	55.92	8.38	8.38	9.47	55.75	56.22	8.93	55.99	0	115	2817
Slavnaya	8	8	0	0	Palearctic	45.49	148.63	148.63	148.72	45.46	45.49	148.68	45.48	0	na	10
Slupia	23	20	3	0	Palearctic	54.58	16.82	16.82	17.54	54.04	54.58	17.18	54.31	0	116	1623
Snowy	26	20	6	0	Australian	-37.77	148.53	147.93	149.43	-37.8	-35.8	148.68	-36.8	0	1357	15500
Soca	32	21	11	0	Palearctic	45.75	13.51	13.42	14.2	45.75	46.43	13.81	46.09	0	1100	3400
Somme	37	28	9	0	Palearctic	50.2	1.64	1.64	3.31	49.61	50.2	2.48	49.91	0	143	5800
Sonora	12	11	1	1	Nearctic	28.8	-111.85	-111.85	-109.84	28.64	31.42	-110.85	30.03	0	na	21560
Sonoyta	4	3	1	2	Nearctic	31.26	-113.31	-113.35	-111.56	31.26	32.55	-112.46	31.91	0	na	3360
Sopochnoye	10	10	0	0	Palearctic	45.35	148.46	148.46	148.55	45.34	45.35	148.51	45.35	0	na	9
Sopotchnaia	15	15	0	0	Palearctic	56.11	155.74	155.74	157.65	55.46	56.11	156.7	55.79	0	1630	1300
Soto.la.Marina	27	25	2	2	Neotropical	23.77	-97.74	-99.82	-97.74	23.32	24.49	-98.78	23.91	0	2060	20680
Soumba	12	12	0	1	Afrotropical	9.76	-13.59	-13.59	-13.33	9.76	9.97	-13.46	9.87	0	650	535
Soummam	3	3	0	0	Palearctic	36.73	5.08	3.63	5.53	35.77	36.74	4.58	36.26	0	841	9202
Sous	1	1	0	0	Palearctic	30.36	-9.61	-9.61	-7.5	30.13	31.06	-8.56	30.6	0	2082	17453
South.Johnstone	24	23	1	0	Australian	-17.51	146.06	145.52	146.06	-17.69	-17.31	145.79	-17.5	0	640	640
South.Stann	7	7	0	0	Neotropical	16.61	-88.36	-88.54	-88.36	16.61	16.76	-88.45	16.69	0	30	80
Sperchios	17	16	1	2	Palearctic	22.52	38.88	21.89	22.57	38.73	39.06	22.23	38.9	0	133	62
Spey	12	11	1	0	Palearctic	57.67	-3.1	-4.61	-3.07	56.86	57.66	-3.84	57.26	0	715	2942
Sredney	4	4	0	0	Palearctic	45	147.7	147.7	147.78	45	45.05	147.74	45.03	0	na	16
Stikine	29	28	1	0	Nearctic	56.66	-132.29	-132.24	-126.9	54.45	59.1	-129.57	56.78	0	2321	51800
Stillaguamish	22	17	5	0	Nearctic	48.2	-122.36	-122.36	-121.48	48	48.43	-121.92	48.22	0	1830	1813
Stoney	6	5	1	0	Nearctic	46.71	-53.28	-53.28	-53.15	46.71	46.8	-53.22	46.76	0	150	25
Stour	33	26	7	0	Palearctic	51.95	-1.05	0.36	1.1	51.95	52.2	0.73	52.08	0	100	1043
Sumjin	78	76	2	1	Palearctic	35.01	127.78	126.91	127.78	35	35.6	127.35	35.3	0	1200	5000
Surinam	157	157	0	9	Neotropical	5.88	-55.1	-56.33	-54.77	3.32	5.88	-55.55	4.6	0	155	16500
Susitna	14	14	0	0	Nearctic	62.29	-150.61	-153.24	-146.38	61.34	63.51	-149.81	62.43	0	2011	51800
Susquehanna	106	70	36	1	Nearctic	39.55	-76.08	-78.81	-74.8	39.59	42.85	-76.81	41.22	0	722	71250
Suwannee	70	70	0	0	Nearctic	29.31	-83.15	-83.87	-82.04	29.31	32.02	-82.96	30.67	0	64	24967
Svobodnaya	7	7	0	0	Palearctic	43.86	146.82	146.8	146.82	43.82	43.86	146.81	43.84	0	na	4
Swan	18	13	5	0	Australian	-31.94	115.88	115.88	117.91	-32.82	-30.71	116.9	-31.77	0	572	121000
Syr.Darya	26	21	5	1	Palearctic	46.07	60.71	60.42	78.35	39.39	47.03	69.39	43.21	53	4684	782617
Taan	26	26	0	0	Oriental	24.4	120.6	120.59	121.24	24.28	24.45	120.92	24.37	0	2600	758
Tabasara	9	9	0	0	Neotropical	8.04	-81.68	-81.76	-81.48	8	8.57	-81.62	8.29	0	1600	1200
Tachia	52	47	5	0	Oriental	24.34	120.55	120.55	121.22	24.16	24.29	120.89	24.23	0	2400	1236
Tadu	37	37	0	0	Oriental	24.17	120.52	120.48	121.21	23.88	24.25	120.85	24.07	0	2000	1050
Taedong	52	52	0	1	Palearctic	38.67	125.29	125.29	127	38.61	40.34	126.15	39.48	0	183	20344
Taehwagang	52	49	3	0	Palearctic	35.54	129.38	129.08	129.35	35.49	35.61	129.22	35.55	0	800	644
Tafna	1	1	0	na	Palearctic	35.31	-1.47	-2.08	-0.97	34.52	35.31	-1.53	34.92	0	1289	7100
Tagliamento	31	25	6	0	Palearctic	45.65	13.09	12.6	13.51	45.64	46.68	13.06	46.16	0	622	2580
Tagus	42	30	12	2	Palearctic	38.87	-9.02	-9.16	-1.5	38.9	41.32	-5.33	40.11	0	205	78467
Tahaa	12	10	2	0	Australian	-16.64	-151.49	-151.5	-151.49	-16.64	-16.62	-151.5	-16.63	0	na	4
Tahiti.un.1	12	10	2	0	Australian	-17.52	-149.56	-149.56	-149.52	-17.62	-17.52	-149.54	-17.57	0	na	27
Tahiti.un.2	12	10	2	0	Australian	-17.51	-149.53	-149.47	-149.41	-17.67	-17.51	-149.44	-17.59	0	na	60
Tahiti.un.3	12	10	2	0	Australian	-17.83	-149.29	-149.29	-149.24	-17.83	-17.8	-149.27	-17.82	0	na	8
Taieri	25	20	5	2	Australian	-46.03	170.17	169.68	170.45	-46.03	-44.94	170.07	-45.49	0	1000	5650
Taimyr	12	12	0	0	Nearctic	76.11	99.66	91.77	109.46	72.13	76.11	100.62	74.12	0	777	124000
Takamprimili	7	7	0	0	Australian	-11.77	130.68	130.68	130.92	-11.8	-11.74	130.8	-11.77	0	na	130
Taku	26	25	1	0	Nearctic	58.51	-133.92	-133.92	-131.09	57.92	59.49	-132.51	58.71	0	2167	29800
Tamar	26	20	6	2	Australian	-41.07	146.78	146.47	148.23	-42.37	-41.07	147.35	-41.72	0	1120	10000
Tamiraparani	37	35	2	0	Oriental	8.63	78.12	77.17	78.15	8.46	9.1	77.66	8.78	0	1429	5482
Tamshui	42	42	0	0	Oriental	25.15	121.44	121.23	121.83	24.43	25.16	121.53	24.8	0	3000	2807
Tana	43	40	3	2	Afrotropical	-2.53	40.52	36.64	40.51	2.52	0.47	38.58	1.5	0	3228	95000
Tana.Lake	25	25	0	17	Afrotropical	11.63	37.41	36.75	38.21	11.59	12.76	37.48	12.18	na	na	na
Tanganyika	334	333	1	252	Afrotropical	-5.93	29.55	28.46	34	-9.67	-2.49	31.23	-6.08	na	na	na
Tano	44	44	0	0	Afrotropical	5.11	-2.93	-3.02	-1.86	5.1	7.61	-2.44	6.36	0	247	16200
Tapi	50	49	1	1	Oriental	9.21	99.32	98.47	99.7	7.95	9.52	99.09	8.74	0	na	12225
Tar	80	73	7	0	Nearctic	35.5	-76.93	-78.8	-76.93	35.5	36.55	-77.87	36.03	0	17	5400
Taramakau	24	19	5	0	Australian	-42.56	171.14	171.14	171.87	-42.93	-42.56	171.51	-42.75	0	798	990
Taravo	8	4	4	0	Palearctic	41.72	8.82	8.82	9.18	41.72	42.01	9	41.87	0	1000	240
Tarcoles	16	16	0	0	Neotropical	9.79	-84.62	-84.62	-83.89	9.79	10.16	-84.26	9.98	0	2000	2000
Tarim	35	12	23	4	Palearctic	40.84	86.96	79.77	90.31	36.88	43.08	85.04	39.98	770	6141	1152448
Tassili	4	4	0	0	Palearctic	27	8.56	8.02	9.13	25.08	27	8.58	26.04	na	na	na
Tategami.un.1	13	13	0	0	Palearctic	34.31	136.85	136.85	136.88	34.3	34.31	136.87	34.31	0	20	5
Tategami.un.2	8	8	0	0	Palearctic	34.29	136.87	136.87	136.88	34.29	34.3	136.88	34.3	0	20	2
Tauton	9	9	0	0	Nearctic	41.85	-71.12	-71.12	-70.89	41.78	42.03	-71.01	41.91	0	50	340
Tavignano	16	8	8	0	Palearctic	42.11	9.53	9.02	9.53	42.1	42.31	9.28	42.21	0	606	920
Tay	23	18	5	0	Palearctic	56.38	-3.36	-4.9	-2.81	56.38	56.94	-3.86	56.66	0	626	5081
Taz	34	34	0	0	Palearctic	67.55	78.56	78.57	86.08	62.48	67.7	82.33	65.09	0	199	152000
Tchad	129	129	0	2	Afrotropical	13.36	14.07	7.04	24.41	5.3	25.21	15.73	15.26	263	1528	2497738
Tchegitun	22	22	0	0	Palearctic	66.56	188.92	-172.6	-170.9	65.9	66.68	-171.75	66.29	0	na	na
Te.Awainanga	9	9	0	0	Australian	-43.96	-176.44	-176.56	-176.44	-44.06	-43.96	-176.5	-44.01	0	250	185
Tees	29	24	5	0	Palearctic	54.59	-1.19	-2.47	-1.14	54.45	54.71	-1.81	54.58	0	450	2238
Tehuantepec	27	21	6	1	Neotropical	16.2	-95.13	-96.57	-95.13	16.21	16.92	-95.85	16.57	0	1636	10374
Teifi	22	19	3	0	Palearctic	52.09	-4.69	-4.69	-3.78	51.96	52.3	-4.24	52.13	0	360	1027
Teith	24	21	3	0	Palearctic	56.11	-3.8	-4.68	-3.56	56.1	56.37	-4.12	56.24	0	626	1627
Tekek	10	10	0	0	Oriental	2.8	104.16	104.17	104.19	2.8	2.84	104.18	2.82	0	na	na
Temash	16	16	0	0	Neotropical	15.98	-88.94	-89.26	-88.94	15.95	16.03	-89.1	15.99	0	502	200
Tempisque	27	27	0	0	Neotropical	10.32	-85.37	-85.78	-85.3	10.1	10.97	-85.54	10.54	0	1300	2505
Tensift	6	5	1	0	Palearctic	32.02	-9.36	-9.38	-7.22	30.87	32.06	-8.3	31.47	0	2080	38200
Ter	15	8	7	0	Palearctic	42.03	3.19	2.14	3.19	41.81	42.43	2.67	42.12	0	878	3295
Terek	61	59	2	0	Palearctic	44.03	47.34	42.5	47.34	42.43	44.25	44.92	43.34	0	3285	43700
Terraba	31	31	0	0	Neotropical	8.97	-83.61	-83.81	-82.72	8.8	9.49	-83.27	9.15	0	3600	4792
Tet	30	21	9	0	Palearctic	42.72	3.03	1.99	3.03	42.39	42.71	2.51	42.55	0	1320	1300
Tevere	44	19	25	0	Palearctic	41.75	12.23	11.65	13.37	41.79	43.85	12.51	42.82	0	522	1435
Thames.UK	41	28	13	0	Palearctic	51.51	0.13	-2.02	0.34	51.1	51.79	-0.84	51.45	0	157	10952
Thames.USA	59	44	15	0	Nearctic	41.32	-72.09	-72.4	-71.9	41.52	42.15	-72.15	41.84	0	120	2700
Thelon	14	14	0	0	Nearctic	63.98	-93.83	-109.06	-93.81	59.24	65.64	-101.44	62.44	0	527	239332
Thio	10	10	0	0	Australian	-21.61	166.22	166.02	166.22	-21.77	-21.61	166.12	-21.69	0	974	1172
Thlewiasa	14	14	0	0	Nearctic	60.48	-94.7	-101.9	-94.7	59.09	61.06	-98.3	60.08	0	575	64400
Thomas	4	4	0	0	Australian	-33.83	123.02	123.02	123.06	-33.83	-33.76	123.04	-33.8	0	219	100
Tigil	17	15	2	0	Palearctic	58.03	158.2	157.61	160.2	56.4	58.05	158.91	57.23	0	738	12600
Tikhaya	10	10	0	0	Palearctic	44.72	147.19	147.19	147.3	44.66	44.76	147.25	44.71	0	na	20
Titicaca	35	30	5	na	Neotropical	-15.93	-69.23	-71.13	-66.26	-20	-14.14	-68.7	-17.07	3799	4956	143000
Tiwaka	22	19	3	0	Australian	-20.87	165.26	164.98	165.26	-20.95	-20.86	165.12	-20.91	0	660	326
Tocantins	291	291	0	98	Neotropical	-1.42	-48.89	-55.33	-45.85	-18.05	-2.11	-50.59	-10.08	0	1060	769000
Tokai	5	5	0	0	Palearctic	34.33	136.88	136.87	136.88	34.33	34.34	136.88	34.34	0	20	4
Tolten	14	11	3	0	Neotropical	-39.22	-73.23	-73.24	-71.5	-39.57	-38.7	-72.37	-39.14	0	1193	8398
Tonekabon	17	15	2	0	Palearctic	36.85	50.82	50.54	50.94	36.52	36.85	50.74	36.69	705	3500	500
Tontouta	4	3	1	0	Australian	-22	166.14	166.14	166.44	-22.04	-21.85	166.29	-21.95	0	1300	1380
Torbay	4	3	1	0	Australian	-35.03	117.85	117.56	117.85	-35.04	-34.88	117.71	-34.96	0	240	1305
Touchien	29	29	0	0	Oriental	24.84	120.94	120.93	121.18	24.52	24.84	121.06	24.68	0	2000	566
Tougur	24	24	0	0	Palearctic	53.76	136.8	134.8	136.8	52.7	54.1	135.8	53.4	0	1830	6480
Towamba	8	7	1	0	Australian	-37.13	149.87	149.39	149.87	-37.17	-36.84	149.63	-37.01	0	900	484
Trent	44	32	12	0	Palearctic	53.7	-0.71	-1.96	-0.3	53.15	54.48	-1.13	53.82	0	548	11366
Trinity	103	97	6	0	Nearctic	29.79	-94.73	-98.75	-94.68	29.76	33.7	-96.72	31.73	0	193	46540
Tsengwen	30	30	0	0	Oriental	23.08	120.09	120.06	120.83	23.06	23.49	120.45	23.28	0	2400	1177
Tubuai	9	9	0	0	Australian	-23.41	-149.46	-149.46	-149.45	-23.41	-23.39	-149.46	-23.4	0	na	1
Tugela	12	8	4	1	Afrotropical	-29.22	31.5	29.23	31.5	-29.4	-27.3	30.37	-28.35	0	1832	30079
Tuira	62	62	0	7	Neotropical	8.14	-77.75	-77.98	-77.24	7.53	9.09	-77.61	8.31	0	1030	7460
Tumen	78	78	0	2	Palearctic	42.29	130.68	128.36	131.17	41.23	44.02	129.77	42.63	0	952	34400
Tunaicha	4	4	0	0	Palearctic	46.85	143.16	142.84	143.43	46.68	46.82	143.14	46.75	0	700	61889
Tunisia.un.1	2	1	1	0	Palearctic	33.77	10.25	9.99	10.25	33.44	33.77	10.12	33.61	0	537	450
Tunisia.un.2	1	1	0	0	Palearctic	33.67	10.42	10.12	10.42	33.43	33.67	10.27	33.55	0	537	315
Turkana	50	48	2	11	Afrotropical	3.5	36	34.67	38.64	0.4	9.35	4.88	36.66	na	na	na
Turner	7	7	0	0	Australian	-20.35	118.41	118.35	119.11	-21.4	-20.35	118.73	-20.88	0	192	2600
Tuross	14	14	0	0	Australian	-36.06	150.1	149.4	150.1	-36.4	-36	149.75	-36.2	0	914	1614
Tuy	49	47	2	2	Neotropical	10.39	-65.99	-67.31	-65.99	9.97	10.53	-66.65	10.25	0	1600	5663
Tweed	27	15	12	0	Palearctic	55.78	-2	-3.5	-1.88	55.3	55.91	-2.69	55.61	0	305	5000
Tyne	25	21	4	0	Palearctic	54.99	-1.47	-2.6	-1.47	54.71	55.34	-2.04	55.03	0	313	2916
Ua.Huka1	9	9	0	0	Australian	-8.94	-139.57	-139.58	-139.55	-8.94	-8.9	-139.57	-8.92	0	na	8
Ua.Huka2	8	8	0	0	Australian	-8.93	-139.51	-139.53	-139.51	-8.93	-8.91	-139.52	-8.92	0	na	2
Ua.Pou1	5	5	0	0	Australian	-9.36	-140.01	-140.01	-140.08	-9.39	-9.36	-140.05	-9.38	0	na	5
Ua.Pou2	6	6	0	1	Australian	-9.4	-140.03	-140.07	-140.03	-9.42	-9.4	-140.05	-9.41	0	na	6
Ubatiba	21	21	0	1	Neotropical	-22.9	-42.56	-42.56	-42.46	-22.9	-22.86	-42.51	-22.88	0	500	42
Uda	20	20	0	0	Palearctic	54.72	135.29	130.48	135.3	53.17	55.66	132.89	54.42	0	1643	61300
Udobnaya	4	4	0	0	Palearctic	45.27	148.02	147.95	148.02	45.27	45.29	147.99	45.28	0	na	8
Ulja	15	15	0	0	Palearctic	58.86	141.86	138.64	141.86	57.71	59.8	140.25	58.76	0	741	19500
Ulua	25	25	0	0	Neotropical	15.92	-87.72	-89.12	-87.27	14.11	15.89	-88.2	15	0	1105	26391
Umealven	26	26	0	0	Palearctic	63.79	20.32	14.46	20.32	63.79	66.57	17.39	65.18	0	1083	26568
uMngeni	45	33	12	0	Afrotropical	-29.8	31.04	29.81	31.04	-29.8	-29.25	30.43	-29.53	0	1561	441
Unare	18	18	0	2	Neotropical	10.08	-65.17	-66.12	-64.15	8.78	10.09	-65.14	9.44	0	138	19624
Ural	50	49	1	0	Palearctic	46.94	51.62	49.29	60.67	46.77	54.69	54.98	50.73	-18	570	244334
Uramura.un	10	10	0	0	Palearctic	34.43	136.88	136.86	136.88	34.41	34.43	136.87	34.42	0	20	5
Uruguay	263	262	1	51	Neotropical	-33.81	-58.46	-58.62	-49.31	-33	-26.22	-53.97	-29.61	0	1406	297211
Usumacinta	84	77	7	22	Neotropical	18.6	-92.69	-94.22	-89.16	14.88	18.71	-91.69	16.8	0	2157.5	78720
Valapattanam	38	38	0	0	Oriental	11.94	75.32	75.32	75.95	11.82	12.2	75.64	12.01	0	1200	1907
Valcheta	5	4	1	1	Neotropical	-40.62	-65.92	-66.78	-65.87	-41.3	-40.57	-66.33	-40.94	0	na	na
Valdivia	15	10	5	0	Neotropical	-39.88	-73.39	-73.25	-71.77	-40.14	-39.47	-72.51	-39.81	0	1286	9900
Valle	8	8	0	0	Palearctic	36.07	-5.69	-5.67	-5.61	36.07	36.14	-5.64	36.11	0	500	43
Var	23	17	6	0	Palearctic	43.65	7.2	6.63	7.4	43.67	44.28	7.02	43.98	0	2500	2822
Vasse	9	7	2	0	Australian	-33.86	115.25	115.2	115.28	-33.84	-33.66	115.24	-33.75	0	120	270
Vefsna	8	7	1	0	Palearctic	65.83	13.2	13.04	13.78	65.13	65.83	13.41	65.48	0	1300	4122
Vega	10	10	0	0	Palearctic	36.03	-5.63	-5.63	-5.54	36.03	36.1	-5.59	36.07	0	330	11
Veleka	15	15	0	0	Palearctic	42.07	27.98	27.23	27.98	42.02	42.16	27.61	42.09	0	400	995
Verde	14	9	5	3	Neotropical	15.96	-97.76	-97.99	-96.55	15.96	17.37	-97.27	16.67	0	2467	18342
Verlorenvlei	4	2	2	0	Afrotropical	-32.31	18.33	18.33	19.03	-32.83	-32.31	18.68	-32.57	0	800	1924
Victoria	42	42	0	0	Australian	-15.1	129.61	129.13	132.3	-18.2	-14.88	130.72	-16.54	0	598	88000
Victoria.lake	157	153	4	106	Afrotropical	1.11	32.9	29.38	35.8	-3.88	1.1	32.59	-1.39	na	na	na
Vidaa	33	29	4	0	Palearctic	54.96	8.67	8.67	9.46	54.85	55.12	9.07	54.99	0	23	248
Vilaine	41	27	14	0	Palearctic	47.5	-2.43	-2.83	-1.01	47.51	48.35	-1.92	47.93	0	110	10400
Volga	95	67	28	0	Palearctic	46	48.74	33	60.27	45.93	61.47	46.64	53.7	-20	1244	1410951
Volta	155	154	1	7	Afrotropical	5.77	0.66	-5.38	2.27	5.78	14.85	-1.56	10.32	0	621	407093
Voronia	16	16	0	0	Palearctic	69.17	35.79	34.23	35.99	69.1	69.79	35.11	69.45	0	286	6580
Vyvenka	19	18	1	0	Palearctic	60.19	165.46	165.1	169.02	60.19	61.75	167.06	60.97	0	407	7130
Waanj	63	63	0	1	Afrotropical	7.42	-12.45	-12.41	-10.73	7.09	9.52	-11.57	8.31	0	694	19050
Waccasassa	42	42	0	0	Nearctic	29.17	-82.8	-82.8	-82.68	29.17	29.5	-82.74	29.34	0	40	1580
Wadi.ad.Dawasir	3	3	0	3	Afrotropical	18.04	45.16	40.8	45.19	17.46	22.2	43	19.83	na	na	na
Wadi.al.Bahr	2	2	0	0	Afrotropical	13.17	43.27	43.27	43.95	13.1	13.4	43.61	13.25	0	1400	1350
Wadi.al.Hamd	3	3	0	0	Afrotropical	25.9	36.7	36.7	40	23.3	27.5	38.35	25.4	0	1354	11640
Wadi.Hadramaut	6	6	0	2	Afrotropical	15.17	51.13	48	51.2	15.2	16.5	49.6	15.85	0	1125	44598
Wadi.Halfain	2	2	0	1	Afrotropical	20.43	57.99	57.36	58.34	20.61	23.12	57.85	21.87	0	516	34510
Wadi.Hatta	5	4	1	1	Afrotropical	24.89	56.4	56.06	56.4	24.71	25.06	56.23	24.89	0	799	240
Wadi.Maur	3	3	0	0	Afrotropical	15.76	42.73	42.73	43.96	15.38	16.94	43.35	16.16	0	1715	7200
Wadi.Shawkah	1	1	0	0	Afrotropical	55.72	25.65	55.72	56.18	24.54	25.65	55.95	25.1	0	450	1020
Waiau	20	16	4	0	Australian	-46.17	167.62	167.17	168.22	-46.18	-44.8	167.7	-45.49	0	774	2043
Waikato	32	20	12	0	Australian	-37.38	174.71	174.75	176.43	-39.29	-37.03	175.59	-38.16	0	941	15358
Waimakariri	28	21	7	0	Australian	-43.39	172.71	171.42	172.69	-43.47	-42.79	172.06	-43.13	0	1161	1609
Wairau	24	21	3	0	Australian	-41.44	174.03	172.74	174	-42.15	-41.46	173.37	-41.81	0	906	2623
Waitaki	24	17	7	1	Australian	-44.94	171.14	169.59	171.13	-45.03	-43.49	170.36	-44.26	0	1663	7345
Walker	19	8	11	0	Nearctic	38.68	-118.71	-119.59	-118.62	38.05	39.2	-119.11	38.63	1206	2150	7894
Wanganui	20	14	6	0	Australian	-39.95	175.01	174.75	175.59	-39.92	-38.51	175.17	-39.22	0	685	4586
Wapoga	36	36	0	1	Australian	-2.68	136.06	136	137.13	-4.02	-2.68	136.57	-3.35	0	600	6174
Warren	10	8	2	0	Australian	-34.61	115.84	115.84	117.16	-34.64	-33.93	116.5	-34.29	0	300	4404
Water.of.Ae	27	19	8	0	Palearctic	54.97	-3.27	-3.7	-3.23	54.97	55.44	-3.47	55.21	0	550	960
Wear	27	24	3	0	Palearctic	54.91	-1.36	-2.34	-1.36	54.61	54.92	-1.85	54.77	0	313	1197
Werribee	21	13	8	0	Australian	-37.98	144.68	144.15	144.72	-37.98	-37.42	144.44	-37.7	0	400	7830
Weser	33	28	5	0	Palearctic	53.53	8.56	8.07	11	50.36	53.52	9.54	51.94	0	550	45138
West.river	26	22	4	0	Nearctic	41.31	-72.91	-72.94	-72.87	41.31	41.47	-72.91	41.39	0	319	600
Wisla	66	49	17	1	Palearctic	54.34	18.94	17	25.13	49	54.33	21.07	51.67	0	1355	180156
Withlacoochee	48	45	3	0	Nearctic	29	-82.76	-82.76	-82.08	28.26	29.07	-82.42	28.67	0	35	3030
Wood	10	10	0	0	Nearctic	59.07	-158.43	-159.37	-159.36	59.08	59.88	-159.37	59.48	0	450	18200
Wooramel	2	2	0	0	Australian	-25.84	114.27	114.26	116.8	-26	-25.44	115.53	-25.72	0	282	41907
Wye	31	19	12	0	Palearctic	51.62	-2.67	-3.78	-2.48	51.62	52.46	-3.13	52.04	0	305	4184
Yalu	96	95	1	2	Palearctic	39.86	124.3	123.64	128.61	39.93	42.18	126.13	41.06	0	1379	48331
Yana	34	34	0	0	Palearctic	71.63	136.58	128.09	140.6	64.28	71.63	134.35	67.96	0	2004	235000
Yangsan	78	75	3	0	Palearctic	34.9	126.52	126.46	127.09	34.84	35.46	126.78	35.15	0	193	4000
Yangtse	346	340	6	152	Palearctic	31.75	121.15	90.89	119.41	25.71	34.76	105.15	30.24	0	5746	1794000
Yaqui	52	29	23	2	Nearctic	27.66	-110.61	-110.61	-106.91	27.43	31.9	-108.76	29.67	0	2571	73000
Yarquon	9	6	3	0	Palearctic	32.11	34.78	34.78	35.23	32.02	32.17	35.01	32.1	0	750	1500
Yarra	26	18	8	0	Australian	-37.82	144.94	144.91	146.23	-37.96	-37.39	145.57	-37.68	0	600	11826
Yate	16	13	3	0	Australian	-22.27	167.01	166.6	167.01	-22.27	-22.07	166.81	-22.17	0	450	1305
Yenisey	41	37	4	1	Palearctic	71.71	83.34	84	113.94	46.42	71.58	98.97	59	0	2981	2554388
York.Can	9	7	2	0	Nearctic	48.83	-64.63	-65.52	-64.64	48.78	49.04	-65.08	48.91	0	500	750
York.USA	71	59	12	0	Nearctic	37.48	-76.76	-78.22	-76.76	37.48	38.31	-77.49	37.9	0	48	6892
Young	4	4	0	0	Australian	-33.81	121.18	120.58	121.18	-33.81	-33.23	120.88	-33.52	0	416	1700
Yukon	16	16	0	0	Nearctic	62.59	-164.88	-164.8	-130.1	59	67	-147.45	63	0	3047	839200
Yule	13	13	0	0	Australian	-20.38	118.2	118	118.95	-21.9	-20.38	118.48	-21.14	0	481	7770
Zambezi	193	180	13	6	Afrotropical	-18.72	36.39	18.39	36.55	-20.45	-9.13	27.47	-14.79	0	2021	1390000
Zarrine	21	12	9	3	Palearctic	37.7	45.4	44.79	46.95	35.71	37.72	45.87	36.72	1253	2862	46554
Zerout	3	2	1	0	Palearctic	35.86	10.3	8.68	10.3	34.84	36.21	9.49	35.53	4	1110	7600
Ziatine	5	5	0	0	Palearctic	37.23	9.23	9.09	9.23	37.14	37.23	9.16	37.19	0	240	44
Zio	36	36	0	0	Afrotropical	6.22	1.61	0.64	1.59	6.18	7.3	1.12	6.74	0	81	1632
Zohreh	6	5	1	0	Palearctic	30.07	49.52	49.51	52.47	29.79	30.85	50.99	30.32	0	2535	10000
Zrmanja	11	11	0	0	Palearctic	44.2	15.58	15.58	16.09	44.09	44.22	15.84	44.16	0	974	907
